image_id,index,source,scene,gender,race,skin_tone,pred_gender_forced,gender_parse_status,standard_answer,ai_generated_content,ground_truth_objects,predicted_nouns,matched_objects,hallucinated_objects,missed_gt_objects,chairi_like_sample,chairs_like_sample,pope_style_precision,pope_style_recall,pope_style_f1,faithscore,hallusionbench_applicable,__computed_missing_rate__
coco_103538,2283,coco,kitchen,,,,male,strict_match,"oven, person, refrigerator","Gender: male

The image depicts a kitchen with a person standing in the background. The kitchen features dark wooden cabinets and granite countertops. There is a black refrigerator, a stainless steel oven, and a dishwasher. A sink is integrated into the countertop, and there are two pendant lights hanging above the counter. A mop and a large white cooler are placed on the floor near the counter. The floor is tiled, and there is an arched doorway leading to another room. The walls are painted in a light beige color.","oven, person, refrigerator","beige, cabinets, color, cooler, counter, countertop, countertops, dishwasher, doorway, floor, kitchen, lights, mop, person, refrigerator, room, sink, stainless, steel, walls","person, refrigerator","beige, cabinets, color, cooler, counter, countertop, countertops, dishwasher, doorway, floor, kitchen, lights, mop, room, sink, stainless, steel, walls",oven,0.9,True,0.1,0.6666666666666666,0.1739130434782609,,False,0.3333333333333333
coco_182424,1119,coco,kitchen,,,,male,strict_match,"bottle, clock, knife, person, potted plant","Gender: male

The image shows a man with medium-length brown hair, wearing a white V-neck T-shirt. He is holding a large knife in his right hand and appears to be in the process of cutting or preparing something. The background features a kitchen setting with a row of wine or champagne bottles displayed on a shelf above a window. There is a clock on the wall above the bottles, showing the time as approximately 10:10. The kitchen counter has various items, including a bottle with a blue cap and a small potted plant. The overall setting suggests a domestic kitchen environment.","bottle, clock, knife, person, potted plant","bottle, bottles, cap, champagne, clock, counter, hair, hand, items, kitchen, knife, person, plant, process, row, shelf, something, t-shirt, time, wall, window, wine","bottle, clock, knife, person","bottles, cap, champagne, counter, hair, hand, items, kitchen, plant, process, row, shelf, something, t-shirt, time, wall, window, wine",potted plant,0.8181818181818182,True,0.1818181818181818,0.8,0.2962962962962963,,False,0.2
coco_474609,2447,coco,kitchen,,,,male,strict_match,"banana, bowl, oven, person, spoon","Gender: male

The image shows a person cooking in a kitchen. The individual is stirring food in a pan on the stove. The person is wearing a gray long-sleeve shirt and blue pants. The kitchen has a black stove with a pot on one of the burners and a pan on another. There are bananas and a small container of yogurt or similar food item on a shelf above the stove. A couple of pots and pans are hanging on the wall, and there is a colorful towel hanging on the oven door. The kitchen walls are painted in a warm, earthy color.","banana, bowl, oven, person, spoon","bananas, burners, color, container, couple, door, food, individual, item, kitchen, pan, pans, pants, person, pot, pots, shelf, shirt, stove, towel, wall, walls, warm, yogurt",person,"bananas, burners, color, container, couple, door, food, individual, item, kitchen, pan, pans, pants, pot, pots, shelf, shirt, stove, towel, wall, walls, warm, yogurt","banana, bowl, oven, spoon",0.9583333333333334,True,0.04166666666666666,0.2,0.06896551724137931,,False,0.8
coco_170178,1877,coco,kitchen,,,,male,strict_match,"bottle, bowl, cup, knife, oven, person, sink","Gender: male

The image shows a kitchen scene with a person in the foreground who appears to be slicing green bell peppers on a green cutting board. The person is wearing a black cap, a black shirt, and an apron. In the background, there is another person also wearing a black cap and a black shirt, working at a different station. The kitchen has stainless steel appliances, including an oven and a stove. There are various containers and utensils around, including a clear plastic container filled with green bell peppers, a knife, and a paper towel dispenser mounted on the wall. The walls have a striped pattern with black, white, and gray tiles. There is also a shelf with metal containers and a ventilation hood above the cooking area.","bottle, bowl, cup, knife, oven, person, sink","appliances, apron, bell, board, cap, container, containers, dispenser, hood, kitchen, knife, metal, oven, paper, pattern, peppers, person, plastic, shelf, shirt, station, steel, stove, tiles, towel, utensils, ventilation, wall, walls","knife, oven, person","appliances, apron, bell, board, cap, container, containers, dispenser, hood, kitchen, metal, paper, pattern, peppers, plastic, shelf, shirt, station, steel, stove, tiles, towel, utensils, ventilation, wall, walls","bottle, bowl, cup, sink",0.896551724137931,True,0.103448275862069,0.4285714285714285,0.1666666666666666,,False,0.5714285714285714
coco_203119,1933,coco,kitchen,,,,male,strict_match,"bowl, chair, person, refrigerator, sink, tie","Gender: male

The image shows a man standing in a kitchen. He is wearing a white dress shirt with the sleeves rolled up, a red striped tie, and brown pants. He is holding a hat in his right hand, slightly raised above his head. The kitchen has a window with light-colored curtains, a double sink with some dishes in a drying rack, and a refrigerator. There is also a chair and a small table or storage unit visible in the background. The overall setting appears to be a domestic kitchen with natural light coming through the window.","bowl, chair, person, refrigerator, sink, tie","chair, curtains, dishes, dress, drying, hand, hat, head, kitchen, light, pants, person, rack, refrigerator, shirt, sink, sleeves, storage, striped, table, tie, unit, window","chair, person, refrigerator, sink, tie","curtains, dishes, dress, drying, hand, hat, head, kitchen, light, pants, rack, shirt, sleeves, storage, striped, table, unit, window",bowl,0.782608695652174,True,0.2173913043478261,0.8333333333333334,0.3448275862068966,,False,0.16666666666666666
coco_31442,142,coco,kitchen,,,,male,strict_match,"bottle, chair, clock, dining table, person, refrigerator, wine glass","Gender: male

The image depicts a cozy kitchen scene with a warm, yellowish lighting. A man is sitting on a high stool at a wooden table. He is casually dressed in a gray t-shirt and jeans. On the table, there is a wine glass and a bottle of wine. 

The kitchen has wooden flooring and light-colored walls. On the left side, there is a small cabinet with a ""BREAD"" box on top, along with various kitchen items. Above the cabinet, there is a framed picture on the wall. 

To the right of the cabinet, there is a white refrigerator with various magnets and items attached to it. There is also a small shelf above the refrigerator with additional items. 

On the far right, there are two stainless steel trash bins. The wall behind the man is decorated with a string of lights and several colorful circular objects, possibly plates or decorative items. The overall ambiance of the kitchen is warm and inviting.","bottle, chair, clock, dining table, person, refrigerator, wine glass","ambiance, bins, bottle, box, bread, cabinet, flooring, glass, inviting, items, jeans, kitchen, lighting, lights, magnets, objects, person, refrigerator, right, shelf, steel, stool, string, t-shirt, table, top, trash, wall, walls, warm, wine","bottle, person, refrigerator","ambiance, bins, box, bread, cabinet, flooring, glass, inviting, items, jeans, kitchen, lighting, lights, magnets, objects, right, shelf, steel, stool, string, t-shirt, table, top, trash, wall, walls, warm, wine","chair, clock, dining table, wine glass",0.9032258064516129,True,0.0967741935483871,0.4285714285714285,0.1578947368421053,,False,0.5714285714285714
coco_161810,1722,coco,kitchen,,,,male,strict_match,"dining table, knife, person, sandwich","Gender: male

The image shows a person wearing a white apron and holding a sandwich with a large piece of meat inside. The person is standing behind a table or counter, which has a cutting board and a knife on it. In the background, there is another person wearing a green jacket and a black cap, standing near a grill or cooking station. The setting appears to be outdoors, with trees and foliage visible, and there is smoke in the air, likely from the cooking. The ground is covered with leaves, and there are stone steps leading up a hill in the background.","dining table, knife, person, sandwich","air, apron, board, cap, cooking, counter, foliage, grill, ground, hill, inside, jacket, knife, leaves, meat, outdoors, person, piece, sandwich, smoke, station, steps, table, trees","knife, person, sandwich","air, apron, board, cap, cooking, counter, foliage, grill, ground, hill, inside, jacket, leaves, meat, outdoors, piece, smoke, station, steps, table, trees",dining table,0.875,True,0.125,0.75,0.2142857142857143,,False,0.25
coco_337354,2830,coco,kitchen,,,,male,strict_match,"bottle, bowl, cat, clock, cup, laptop, microwave, person, refrigerator, sink, toaster","Gender: male

The image shows a kitchen scene with two men. The man in the foreground is standing near the center of the kitchen, wearing a green sweater and blue jeans. A black cat is at his feet. The man in the background is leaning over the counter, wearing a purple shirt and dark jeans. 

The kitchen has light wooden cabinets and a green countertop. On the counter, there is a microwave, a toaster oven, and a bottle. A laptop is open on the counter to the left. The floor is wooden, and there is a white door in the background. The walls are painted green, and there is a small framed picture hanging on the wall.","bottle, bowl, cat, clock, cup, laptop, microwave, person, refrigerator, sink, toaster","bottle, cabinets, cat, center, counter, countertop, door, feet, floor, jeans, kitchen, laptop, left, microwave, person, shirt, sweater, toaster, wall, walls","bottle, cat, laptop, microwave, person, toaster","cabinets, center, counter, countertop, door, feet, floor, jeans, kitchen, left, shirt, sweater, wall, walls","bowl, clock, cup, refrigerator, sink",0.7,True,0.3,0.5454545454545454,0.3870967741935483,,False,0.45454545454545453
coco_180718,2821,coco,kitchen,,,,male,strict_match,"apple, bottle, bowl, cup, knife, oven, person, sink, wine glass","Gender: male

The image shows a person standing in a kitchen. The person is holding a knife in their right hand and a halved red onion in their left hand. They are wearing a green and white checkered shirt. The kitchen has wooden paneling on the walls and white cabinets. The cabinet door above the counter is open, revealing some items inside. On the counter, there are various objects including a cutting board with chopped onions, a jar of spices, a can of food, and other kitchen utensils. There is also a white stove visible on the right side of the image. The ceiling has a round light fixture.","apple, bottle, bowl, cup, knife, oven, person, sink, wine glass","board, cabinet, cabinets, ceiling, counter, door, fixture, food, hand, items, jar, kitchen, knife, objects, onion, onions, person, round, shirt, spices, stove, utensils, visible, walls","knife, person","board, cabinet, cabinets, ceiling, counter, door, fixture, food, hand, items, jar, kitchen, objects, onion, onions, round, shirt, spices, stove, utensils, visible, walls","apple, bottle, bowl, cup, oven, sink, wine glass",0.9166666666666666,True,0.08333333333333333,0.2222222222222222,0.1212121212121212,,False,0.7777777777777778
coco_519529,2103,coco,kitchen,,,,male,strict_match,"book, bottle, bowl, cake, chair, cup, dining table, knife, person, wine glass","Gender: male

The image shows a man cutting a cake on a round table covered with a green tablecloth. The cake appears to be a chocolate or caramel dessert with a decorative topping. There are three plates on the table, one of which has some cake already served on it. 

In the background, there is a large, dark wooden cabinet with glass doors displaying various items, including teapots, cups, and framed photographs. The cabinet has intricate carvings and golden accents. 

To the right, a young girl with long hair, wearing a light blue shirt and jeans, is standing and looking towards the man. The room also contains a bookshelf filled with books on the left side. The overall setting appears to be a cozy, well-decorated dining room.","book, bottle, bowl, cake, chair, cup, dining table, knife, person, wine glass","accents, blue, books, bookshelf, cabinet, cake, caramel, carvings, chocolate, cozy, cups, dessert, dining, doors, glass, hair, items, jeans, person, photographs, plates, right, room, round, shirt, table, tablecloth, teapots, topping","cake, person","accents, blue, books, bookshelf, cabinet, caramel, carvings, chocolate, cozy, cups, dessert, dining, doors, glass, hair, items, jeans, photographs, plates, right, room, round, shirt, table, tablecloth, teapots, topping","book, bottle, bowl, chair, cup, dining table, knife, wine glass",0.9310344827586207,True,0.06896551724137931,0.2,0.1025641025641026,,False,0.8
coco_64909,1809,coco,kitchen,,,,male,strict_match,"bird, knife, oven, person, spoon","Gender: male

The image shows a person dressed as a chef in a kitchen decorated with New Orleans Saints-themed items. The chef is wearing a white chef's coat with black buttons, a chef's hat with the word ""WHO"" on it, and a black neckerchief. He is holding a wooden rolling pin in one hand and a wooden spoon in the other. 

The kitchen is adorned with various Saints memorabilia, including:
- Two signs that say ""Chef Who Dat"" on the cabinets.
- A sign above the stove that reads ""Bistro 649"" with a fleur-de-lis symbol.
- A large pot on the stove with a Saints helmet logo.
- A large fake mustache attached to the stove hood.
- A yellow towel with ""Who Dat"" written on it hanging from the stove.
- Several yellow flyers or towels with Saints logos and ""Who Dat"" text on the counter.
- A small rooster figurine on the counter.
- A Saints-themed cutting board and other kitchen utensils.

The overall theme of the kitchen and the chef's attire is heavily focused on the New Orleans Saints football team.","bird, knife, oven, person, spoon","attire, board, buttons, cabinets, chef, coat, counter, fake, figurine, flyers, football, hand, hat, hood, items, kitchen, logo, logos, memorabilia, mustache, neckerchief, orleans, person, pin, pot, rolling, rooster, saints, sign, signs, spoon, stove, symbol, team, text, theme, towel, towels, utensils, word","person, spoon","attire, board, buttons, cabinets, chef, coat, counter, fake, figurine, flyers, football, hand, hat, hood, items, kitchen, logo, logos, memorabilia, mustache, neckerchief, orleans, pin, pot, rolling, rooster, saints, sign, signs, stove, symbol, team, text, theme, towel, towels, utensils, word","bird, knife, oven",0.95,True,0.05,0.4,0.0888888888888889,,False,0.6
coco_578171,3343,coco,kitchen,,,,male,strict_match,"chair, couch, dining table, knife, oven, person, tv","Gender: male

The image shows a person standing in a kitchen area. The individual is wearing a dark long-sleeve shirt and light gray sweatpants. The kitchen has wooden cabinets and a white countertop. There is a small television on the counter displaying an older man with white hair. Above the counter, there are various Route 66 signs and memorabilia, including a license plate and a sign that says ""New Mexico 66."" The kitchen has a tiled floor and a white stove on the left side. In the background, there is a living room area with a couch, a coffee table, and a lamp. The date and time stamp on the image reads ""02/17/2013 17:55.""","chair, couch, dining table, knife, oven, person, tv","cabinets, coffee, couch, counter, countertop, date, floor, hair, individual, kitchen, lamp, license, living, memorabilia, mexico, person, plate, room, shirt, sign, signs, stamp, stove, sweatpants, table, television, time","couch, person","cabinets, coffee, counter, countertop, date, floor, hair, individual, kitchen, lamp, license, living, memorabilia, mexico, plate, room, shirt, sign, signs, stamp, stove, sweatpants, table, television, time","chair, dining table, knife, oven, tv",0.9259259259259259,True,0.07407407407407407,0.2857142857142857,0.1176470588235294,,False,0.7142857142857143
coco_229193,3322,coco,kitchen,,,,male,strict_match,"dining table, person, pizza","Gender: male

The image shows a person wearing a green and white Adidas jacket with black stripes on the sleeves. The individual is cutting a pizza on a red cutting board. The pizza appears to have various toppings, including vegetables and possibly meat. The person is standing at a counter, and another individual, partially visible, is standing in the background wearing a light-colored shirt. The setting appears to be indoors, possibly in a kitchen or dining area.","dining table, person, pizza","adidas, board, counter, cutting, individual, indoors, jacket, kitchen, meat, person, pizza, shirt, sleeves, stripes, toppings, vegetables","person, pizza","adidas, board, counter, cutting, individual, indoors, jacket, kitchen, meat, shirt, sleeves, stripes, toppings, vegetables",dining table,0.875,True,0.125,0.6666666666666666,0.2105263157894737,,False,0.3333333333333333
coco_488823,2698,coco,kitchen,,,,male,strict_match,"cup, person","Gender: male

The image depicts a man working in what appears to be a commercial kitchen or bakery. He is wearing a white shirt and light-colored pants. The man is operating a large industrial mixer, pouring an ingredient into the mixing bowl. The kitchen has a stainless steel countertop with various items on it, including a metal cup, a container labeled ""Baker's Special,"" and a rolling pin. The walls and equipment in the kitchen are metallic and industrial-looking, suggesting a professional setting. There are also trays and other baking equipment visible in the background. The overall environment appears to be clean but well-used, indicating regular activity.","cup, person","activity, baker, bakery, bowl, container, countertop, cup, equipment, ingredient, items, kitchen, mixer, mixing, pants, person, pin, shirt, stainless, steel, trays, walls","cup, person","activity, baker, bakery, bowl, container, countertop, equipment, ingredient, items, kitchen, mixer, mixing, pants, pin, shirt, stainless, steel, trays, walls",,0.9047619047619048,True,0.09523809523809523,1.0,0.1739130434782608,,False,0.0
coco_228722,1152,coco,kitchen,,,,male,strict_match,"knife, person, pizza","Gender: male

The image shows a man wearing a cap and a uniform, serving food in what appears to be a cafeteria or kitchen setting. He is using a spatula to place a piece of food onto a tray or plate that is being held by another person whose hand is visible in the foreground. On the counter in front of the man, there are several trays of food, including what looks like pizza and possibly calzones or breadsticks. The background is filled with kitchen equipment and lighting, indicating a busy food preparation area. The man is smiling and appears to be engaged in his task.","knife, person, pizza","breadsticks, cafeteria, calzones, cap, counter, equipment, food, front, hand, lighting, person, piece, pizza, plate, preparation, spatula, task, tray, trays, uniform","person, pizza","breadsticks, cafeteria, calzones, cap, counter, equipment, food, front, hand, lighting, piece, plate, preparation, spatula, task, tray, trays, uniform",knife,0.9,True,0.1,0.6666666666666666,0.1739130434782609,,False,0.3333333333333333
coco_210761,406,coco,kitchen,,,,male,strict_match,"microwave, person, potted plant, refrigerator","Gender: male

The image shows a man standing in a kitchen, facing an open refrigerator. He is wearing a short-sleeved shirt with a dark vest over it. The kitchen has a countertop in the foreground with two large metal bowls filled with what appears to be rice. There is also a tray with cooked meat on the counter. In the background, there is a microwave on a shelf, and various kitchen items are visible on the shelves and counters. A small potted plant is also visible on the counter near the microwave. The overall setting appears to be a home kitchen.","microwave, person, potted plant, refrigerator","bowls, counter, counters, countertop, home, items, kitchen, meat, metal, microwave, person, plant, refrigerator, rice, shelf, shelves, shirt, tray, vest","microwave, person, refrigerator","bowls, counter, counters, countertop, home, items, kitchen, meat, metal, plant, rice, shelf, shelves, shirt, tray, vest",potted plant,0.8421052631578947,True,0.1578947368421053,0.75,0.2608695652173913,,False,0.25
coco_475510,1176,coco,kitchen,,,,male,strict_match,"bottle, microwave, oven, person, refrigerator, sink","Gender: male

The image shows a man in a kitchen, crouching in front of an open refrigerator. He is wearing a red patterned shirt, brown pants, and white sneakers. The refrigerator contains various items, including jars and containers. On the counter to the right of the refrigerator, there are several bottles, including what appears to be beer and hot sauce. There is a blue recycling bin filled with various items next to the counter. The kitchen has light-colored cabinets and a sink with some dishes in it. The floor is covered with a light-colored linoleum. The overall setting appears to be a modest, lived-in kitchen.","bottle, microwave, oven, person, refrigerator, sink","beer, bin, bottles, cabinets, containers, counter, dishes, floor, front, items, jars, kitchen, linoleum, pants, person, refrigerator, right, sauce, shirt, sink, sneakers","person, refrigerator, sink","beer, bin, bottles, cabinets, containers, counter, dishes, floor, front, items, jars, kitchen, linoleum, pants, right, sauce, shirt, sneakers","bottle, microwave, oven",0.8571428571428571,True,0.1428571428571428,0.5,0.2222222222222222,,False,0.5
coco_45976,1023,coco,kitchen,,,,male,strict_match,"person, sink","Gender: male

The image shows a man standing in front of a bathroom mirror, shaving. He is wearing a blue t-shirt and holding a razor in his right hand. His face is partially covered with shaving cream. The bathroom has blue and white checkered tiles on the walls. There is a white sink below the mirror with a silver faucet, and water is running from the faucet into the sink. The man is looking into the mirror as he shaves. He is wearing a black wristwatch on his left wrist. The bathroom appears to be well-lit, and there is a door visible in the reflection of the mirror.","person, sink","bathroom, cream, door, face, faucet, front, hand, mirror, person, razor, reflection, silver, sink, t-shirt, tiles, walls, water, wrist, wristwatch","person, sink","bathroom, cream, door, face, faucet, front, hand, mirror, razor, reflection, silver, t-shirt, tiles, walls, water, wrist, wristwatch",,0.8947368421052632,True,0.1052631578947368,1.0,0.1904761904761905,,False,0.0
coco_344498,1348,coco,kitchen,,,,male,strict_match,"bottle, bowl, cell phone, clock, dining table, person, refrigerator, scissors, tie, wine glass","Gender: male

The image shows a group of four people in a kitchen or dining area. The most visually salient person is a male standing on the right side, holding a large metal mixing bowl. He is wearing a black long-sleeve shirt and blue jeans. 

On the table in front of him, there are various items including:
- A green cutting board
- A white cloth
- A bottle of soy sauce
- A bottle of what appears to be wine or another alcoholic beverage
- A small bowl with a whisk inside
- A glass with a dark liquid, possibly wine
- A few other small containers and utensils

In the background, there is a refrigerator with a few magnets or papers attached to it. The room has a window with blinds, and there are some other kitchen items visible, such as a countertop and cabinets. The other three people in the image are engaged in conversation or activities around the table.","bottle, bowl, cell phone, clock, dining table, person, refrigerator, scissors, tie, wine glass","activities, beverage, blinds, board, bottle, bowl, cabinets, cloth, containers, conversation, countertop, front, glass, group, items, jeans, kitchen, liquid, magnets, metal, papers, person, refrigerator, room, sauce, shirt, soy, standing, table, utensils, whisk, window","bottle, bowl, person, refrigerator","activities, beverage, blinds, board, cabinets, cloth, containers, conversation, countertop, front, glass, group, items, jeans, kitchen, liquid, magnets, metal, papers, room, sauce, shirt, soy, standing, table, utensils, whisk, window","cell phone, clock, dining table, scissors, tie, wine glass",0.875,True,0.125,0.4,0.1904761904761905,,False,0.6
coco_516712,3390,coco,kitchen,,,,male,strict_match,"person, pizza, suitcase","Gender: male

The image shows a man standing in front of a pizza counter. He is wearing a blue checkered shirt and is carrying a large musical instrument case on his back, which appears to be for a guitar or similar instrument. The counter has several pizzas on display, with various toppings visible. There are two other people behind the counter, but their faces are blurred. The setting appears to be a pizzeria or a similar food establishment. The man is positioned near a cash register, and there are some signs and menus visible in the background. The overall atmosphere seems to be casual and busy.","person, pizza, suitcase","back, blue, case, cash, counter, display, establishment, food, front, guitar, instrument, menus, person, pizza, pizzas, pizzeria, register, shirt, signs, toppings, visible","person, pizza","back, blue, case, cash, counter, display, establishment, food, front, guitar, instrument, menus, pizzas, pizzeria, register, shirt, signs, toppings, visible",suitcase,0.9047619047619048,True,0.09523809523809523,0.6666666666666666,0.1666666666666667,,False,0.3333333333333333
coco_533452,2713,coco,kitchen,,,,male,strict_match,"bird, oven, person, refrigerator, sink","Gender: male

The image shows a person placing a large turkey into an oven. The person is wearing a two-tone gray sweater and has short, dark hair. The kitchen has wooden cabinets and a stainless steel oven. There are various kitchen appliances visible in the background, including a microwave and a coffee maker. The countertops are cluttered with various items, and there is a refrigerator on the left side of the image with magnets and papers attached to it. The oven door is open, and the person is using both hands to carefully place the turkey, which is in a roasting pan, into the oven.","bird, oven, person, refrigerator, sink","appliances, cabinets, coffee, countertops, door, hair, hands, items, kitchen, magnets, maker, microwave, oven, pan, papers, person, refrigerator, roasting, stainless, steel, sweater, turkey","oven, person, refrigerator","appliances, cabinets, coffee, countertops, door, hair, hands, items, kitchen, magnets, maker, microwave, pan, papers, roasting, stainless, steel, sweater, turkey","bird, sink",0.8636363636363636,True,0.1363636363636364,0.6,0.2222222222222222,,False,0.4
coco_401411,2823,coco,kitchen,,,,male,strict_match,"book, bowl, carrot, cup, dining table, oven, person","Gender: male

The image shows a man in a professional kitchen setting. He is wearing a white chef's coat with a dark apron tied around his waist. He appears to be demonstrating or explaining something, as his hands are gesturing towards a pan on the stove. 

In the foreground, there is a stainless steel countertop with various items on it:
- A package of ground meat in a white plastic tray.
- A can of food, possibly tomatoes or beans.
- A bag of shredded cheese.
- A bag of yellow cornmeal or polenta.
- A bag of white flour or another type of grain.
- Three oranges.

In the background, there are other people present, but their faces are blurred. The kitchen has a modern design with stainless steel appliances and shelves filled with books or ingredients. There is also a large window that allows natural light to enter the space.","book, bowl, carrot, cup, dining table, oven, person","appliances, apron, bag, beans, books, cheese, chef, coat, cornmeal, countertop, design, flour, food, grain, ground, hands, ingredients, items, kitchen, light, meat, oranges, package, pan, person, plastic, polenta, shelves, something, space, steel, stove, tomatoes, tray, type, waist, window",person,"appliances, apron, bag, beans, books, cheese, chef, coat, cornmeal, countertop, design, flour, food, grain, ground, hands, ingredients, items, kitchen, light, meat, oranges, package, pan, plastic, polenta, shelves, something, space, steel, stove, tomatoes, tray, type, waist, window","book, bowl, carrot, cup, dining table, oven",0.972972972972973,True,0.02702702702702703,0.1428571428571428,0.04545454545454546,,False,0.8571428571428571
coco_175597,1697,coco,kitchen,,,,male,strict_match,"cup, oven, person","Gender: male

The image shows the interior of a bakery or pizzeria with two men working. The focal point is a large, brick oven with multiple compartments, likely used for baking pizzas or bread. The oven has a white, tiled exterior and a metal door. Above the oven, there is a white, vented hood. 

To the left, one man is standing near a counter with various baking supplies, including a large bowl and some containers. He is wearing a black shirt and appears to be preparing dough or another ingredient. 

To the right, another man is working at a stainless steel counter, possibly preparing food items. He is wearing a white shirt and a white cap. The counter is cluttered with trays, papers, and other kitchen tools. 

In the foreground, there is a rope barrier separating the working area from the rest of the space. The floor is wooden, and the ceiling has a patterned design. The overall setting suggests a busy, functional kitchen environment.","cup, oven, person","bakery, barrier, bowl, bread, cap, ceiling, compartments, containers, counter, design, door, exterior, floor, food, hood, ingredient, interior, items, kitchen, left, oven, papers, person, pizzas, pizzeria, point, rest, right, rope, shirt, space, stainless, steel, supplies, tools, trays","oven, person","bakery, barrier, bowl, bread, cap, ceiling, compartments, containers, counter, design, door, exterior, floor, food, hood, ingredient, interior, items, kitchen, left, papers, pizzas, pizzeria, point, rest, right, rope, shirt, space, stainless, steel, supplies, tools, trays",cup,0.9444444444444444,True,0.05555555555555555,0.6666666666666666,0.1025641025641026,,False,0.3333333333333333
coco_575006,2619,coco,kitchen,,,,male,strict_match,"bicycle, hot dog, person, truck","Gender: male

The image shows a man with long hair tied back, wearing a red cap, a gray t-shirt, and a black apron. He is working at a food cart, preparing food. He is holding a pair of tongs in one hand and a piece of food wrapped in foil in the other. The food cart has a grill and various utensils. In the background, there is a white van with some text on it, a green newspaper vending machine, and a city street with buildings and trees. The scene appears to be in an urban outdoor setting.","bicycle, hot dog, person, truck","apron, buildings, cap, cart, city, foil, food, grill, hair, hand, machine, newspaper, outdoor, pair, person, piece, street, t-shirt, text, tongs, trees, utensils, van, vending",person,"apron, buildings, cap, cart, city, foil, food, grill, hair, hand, machine, newspaper, outdoor, pair, piece, street, t-shirt, text, tongs, trees, utensils, van, vending","bicycle, hot dog, truck",0.9583333333333334,True,0.04166666666666666,0.25,0.07142857142857142,,False,0.75
coco_478407,3158,coco,kitchen,,,,male,strict_match,"bowl, cup, dining table, fork, hot dog, person, pizza, sandwich, tv","Gender: male

The image shows a man sitting at a table in what appears to be a casual dining setting. He is holding a slice of pizza in his left hand and using a fork with his right hand to eat from another plate of pizza. On the table, there are several objects including:

- Two glasses of water
- A plate with a slice of pizza topped with various ingredients
- A plastic container with a salad
- A sugar dispenser
- A red cup
- A napkin

In the background, there is a television mounted on the wall, a vending machine, and a window letting in some natural light. The man is wearing a brown sweater over a collared shirt. The setting appears to be a casual, possibly retro-style diner or cafeteria.","bowl, cup, dining table, fork, hot dog, person, pizza, sandwich, tv","cafeteria, container, cup, diner, dining, fork, glasses, hand, ingredients, letting, light, machine, napkin, objects, person, pizza, plate, shirt, slice, sugar, sweater, table, television, vending, wall, water, window","cup, fork, person, pizza","cafeteria, container, diner, dining, glasses, hand, ingredients, letting, light, machine, napkin, objects, plate, shirt, slice, sugar, sweater, table, television, vending, wall, water, window","bowl, dining table, hot dog, sandwich, tv",0.8518518518518519,True,0.1481481481481481,0.4444444444444444,0.2222222222222222,,False,0.5555555555555556
coco_250875,1900,coco,kitchen,,,,male,strict_match,"book, cell phone, chair, couch, person, remote","Gender: male

The image shows a person standing in a living room. The individual is wearing a gray T-shirt with the word ""FLORIDA"" printed on it and dark shorts. They are holding a video game controller in each hand, which appears to be part of a gaming console setup. The room is well-lit with natural light coming through large windows in the background. There is a beige couch with some clothing draped over it, a potted plant, and a recliner chair. Additionally, there is a bookshelf partially visible on the right side of the image. The overall setting suggests a casual and relaxed environment.","book, cell phone, chair, couch, person, remote","bookshelf, chair, clothing, controller, couch, florida, game, hand, individual, light, living, person, plant, recliner, room, setup, shorts, t-shirt, video, windows, word","chair, couch, person","bookshelf, clothing, controller, florida, game, hand, individual, light, living, plant, recliner, room, setup, shorts, t-shirt, video, windows, word","book, cell phone, remote",0.8571428571428571,True,0.1428571428571428,0.5,0.2222222222222222,,False,0.5
coco_279948,1346,coco,kitchen,,,,male,strict_match,"bowl, chair, cup, knife, person, sink, vase","Gender: male

The image shows a young boy standing on a chair at a kitchen sink, washing dishes. He is wearing only a yellow diaper. The kitchen has a tiled countertop and backsplash. On the counter, there are various objects including a glass, a bowl, a dish rack with dishes, a sponge, and a few other kitchen utensils. There are also some flowers in a vase on the counter. The cabinets are wooden with white knobs. The sink is stainless steel with a faucet and a dish drying rack beside it. The background includes a window with a view of a red wall and some additional kitchen items.","bowl, chair, cup, knife, person, sink, vase","backsplash, bowl, cabinets, chair, counter, countertop, diaper, dishes, drying, faucet, flowers, glass, items, kitchen, knobs, objects, person, rack, sink, sponge, steel, utensils, vase, view, wall, window","bowl, chair, person, sink, vase","backsplash, cabinets, counter, countertop, diaper, dishes, drying, faucet, flowers, glass, items, kitchen, knobs, objects, rack, sponge, steel, utensils, view, wall, window","cup, knife",0.8076923076923077,True,0.1923076923076923,0.7142857142857143,0.303030303030303,,False,0.2857142857142857
